Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191 68370  -1836969.406   6065616.925   -716257.916      0.177   2.268   0.304   2.572  13.569
2017 191 68400  -1836969.406   6065616.925   -716257.916      0.205   2.268   0.304   2.572  13.569
2017 191 68430  -1836969.406   6065616.925   -716257.916     -0.059   2.268   0.304   2.571  13.570
2017 191 68460  -1836969.406   6065616.925   -716257.916     -0.237   2.268   0.304   2.571  13.570
2017 191 68490  -1836969.406   6065616.925   -716257.916     -0.215   2.268   0.303   2.571  13.570
2017 191 68520  -1836969.406   6065616.925   -716257.916     -0.484   2.268   0.303   2.571  13.570
2017 191 68550  -1836969.406   6065616.925   -716257.916     -0.426   2.268   0.303   2.571  13.570
2017 191 68580  -1836969.406   6065616.925   -716257.916     -0.542   2.268   0.303   2.571  13.569
2017 191 68610  -1836969.406   6065616.925   -716257.916     -0.324   2.268   0.303   2.571  13.570
2017 191 68640  -1836969.406   6065616.925   -716257.916     -1.815   2.268   0.303   2.571  13.570
2017 191 68670  -1836969.406   6065616.925   -716257.916     -1.442   2.268   0.303   2.571  13.570
2017 191 68700  -1836969.406   6065616.925   -716257.916     -0.996   2.268   0.303   2.571  13.569
2017 191 68730  -1836969.406   6065616.925   -716257.916     -0.766   2.268   0.303   2.571  13.569
2017 191 68760  -1836969.406   6065616.925   -716257.916     -0.877   2.268   0.303   2.570  13.569
2017 191 68790  -1836969.407   6065616.925   -716257.916     -1.175   2.268   0.302   2.570  13.568
2017 191 68820  -1836969.407   6065616.925   -716257.916     -1.079   2.268   0.302   2.570  13.567
2017 191 68850  -1836969.407   6065616.925   -716257.916      0.071   2.268   0.302   2.569  13.567
2017 191 68880  -1836969.407   6065616.925   -716257.916      0.058   2.268   0.301   2.569  13.567
2017 191 68910  -1836969.407   6065616.925   -716257.916     -0.197   2.268   0.301   2.569  13.567
2017 191 68940  -1836969.407   6065616.925   -716257.916     -3.416   2.268   0.301   2.568  13.567
2017 191 68970  -1836969.407   6065616.925   -716257.916     -3.433   2.268   0.300   2.568  13.569
2017 191 69000  -1836969.407   6065616.925   -716257.916     -0.999   2.268   0.300   2.568  13.569
2017 191 69030  -1836969.407   6065616.925   -716257.916     -1.236   2.268   0.300   2.568  13.567
2017 191 69060  -1836969.407   6065616.925   -716257.916     -1.637   2.268   0.300   2.568  13.567
2017 191 69090  -1836969.407   6065616.925   -716257.916     -1.528   2.268   0.300   2.568  13.567
2017 191 69120  -1836969.407   6065616.925   -716257.916     -1.349   2.268   0.301   2.568  13.567
2017 191 69150  -1836969.407   6065616.925   -716257.916     -0.825   2.268   0.301   2.568  13.569
2017 191 69180  -1836969.407   6065616.926   -716257.916     -0.791   2.268   0.301   2.569  13.569
2017 191 69210  -1836969.407   6065616.926   -716257.916     -0.854   2.268   0.301   2.569  13.569
2017 191 69240  -1836969.407   6065616.926   -716257.916     -0.998   2.268   0.301   2.569  13.571
2017 191 69270  -1836969.407   6065616.925   -716257.916     -0.862   2.268   0.301   2.569  13.571
2017 191 69300  -1836969.407   6065616.925   -716257.916     -0.334   2.268   0.301   2.569  13.571
2017 191 69330  -1836969.407   6065616.925   -716257.916     -0.789   2.268   0.301   2.569  13.572
2017 191 69360  -1836969.407   6065616.925   -716257.916     -0.722   2.268   0.301   2.569  13.573
2017 191 69390  -1836969.407   6065616.925   -716257.916     -0.742   2.268   0.301   2.569  13.574
2017 191 69420  -1836969.407   6065616.925   -716257.916     -1.073   2.268   0.301   2.569  13.574
2017 191 69450  -1836969.407   6065616.925   -716257.916     -0.660   2.268   0.301   2.569  13.574
2017 191 69480  -1836969.407   6065616.925   -716257.916     -0.690   2.268   0.301   2.569  13.574
2017 191 69510  -1836969.407   6065616.925   -716257.916     -0.442   2.268   0.301   2.569  13.575
2017 191 69540  -1836969.407   6065616.925   -716257.916     -0.332   2.268   0.301   2.569  13.575
2017 191 69570  -1836969.407   6065616.925   -716257.916      0.214   2.268   0.301   2.569  13.574
2017 191 69600  -1836969.407   6065616.925   -716257.916      0.021   2.268   0.302   2.569  13.573
2017 191 69630  -1836969.407   6065616.925   -716257.916     -0.052   2.268   0.302   2.569  13.572
2017 191 69660  -1836969.407   6065616.925   -716257.916     -0.107   2.268   0.302   2.570  13.572
2017 191 69690  -1836969.407   6065616.925   -716257.916     -0.234   2.268   0.302   2.570  13.573
2017 191 69720  -1836969.407   6065616.925   -716257.916     -0.396   2.268   0.302   2.570  13.572
2017 191 69750  -1836969.407   6065616.925   -716257.916     -0.182   2.268   0.302   2.570  13.571
2017 191 69780  -1836969.407   6065616.925   -716257.916     -0.163   2.268   0.302   2.570  13.570
2017 191 69810  -1836969.407   6065616.925   -716257.916     -0.299   2.268   0.302   2.570  13.569
2017 191 69840  -1836969.407   6065616.925   -716257.916     -0.330   2.268   0.303   2.570  13.567
2017 191 69870  -1836969.407   6065616.925   -716257.916      0.711   2.268   0.303   2.571  13.567
2017 191 69900  -1836969.407   6065616.925   -716257.916      0.039   2.268   0.303   2.571  13.566
2017 191 69930  -1836969.407   6065616.925   -716257.916      0.350   2.268   0.303   2.571  13.566
2017 191 69960  -1836969.407   6065616.925   -716257.916      0.728   2.268   0.304   2.571  13.565
2017 191 69990  -1836969.407   6065616.925   -716257.916     -0.124   2.268   0.304   2.572  13.564
2017 191 70020  -1836969.407   6065616.925   -716257.916      0.116   2.268   0.304   2.572  13.563
2017 191 70050  -1836969.407   6065616.925   -716257.916      0.014   2.268   0.304   2.572  13.563
2017 191 70080  -1836969.407   6065616.925   -716257.916     -0.371   2.268   0.305   2.572  13.562
2017 191 70110  -1836969.407   6065616.925   -716257.916     -0.218   2.268   0.305   2.573  13.562
2017 191 70140  -1836969.407   6065616.925   -716257.916     -0.139   2.268   0.305   2.573  13.561
2017 191 70170  -1836969.407   6065616.925   -716257.916     -0.374   2.268   0.305   2.573  13.560
2017 191 70200  -1836969.407   6065616.925   -716257.916     -0.107   2.268   0.305   2.573  13.559
2017 191 70230  -1836969.407   6065616.925   -716257.916     -0.341   2.268   0.306   2.573  13.558
2017 191 70260  -1836969.407   6065616.925   -716257.916     -0.230   2.268   0.306   2.573  13.558
2017 191 70290  -1836969.407   6065616.925   -716257.916     -0.701   2.268   0.306   2.573  13.558
2017 191 70320  -1836969.407   6065616.925   -716257.916     -0.515   2.268   0.306   2.574  13.558
2017 191 70350  -1836969.407   6065616.925   -716257.916      0.205   2.268   0.306   2.574  13.557
2017 191 70380  -1836969.407   6065616.925   -716257.916      0.010   2.268   0.306   2.574  13.556
2017 191 70410  -1836969.407   6065616.925   -716257.916      0.025   2.268   0.306   2.574  13.556
2017 191 70440  -1836969.407   6065616.925   -716257.916     -0.292   2.268   0.306   2.574  13.556
2017 191 70470  -1836969.407   6065616.924   -716257.916     -1.501   2.268   0.306   2.574  13.557
2017 191 70500  -1836969.407   6065616.924   -716257.916     -1.481   2.268   0.307   2.574  13.557
2017 191 70530  -1836969.406   6065616.924   -716257.916     -0.975   2.268   0.307   2.574  13.557
2017 191 70560  -1836969.406   6065616.924   -716257.916     -0.936   2.268   0.307   2.575  13.558
2017 191 70590  -1836969.406   6065616.924   -716257.916     -0.769   2.268   0.307   2.575  13.558
2017 191 70620  -1836969.406   6065616.924   -716257.916     -0.578   2.268   0.307   2.575  13.558
2017 191 70650  -1836969.406   6065616.924   -716257.916     -0.292   2.268   0.307   2.575  13.559
2017 191 70680  -1836969.406   6065616.924   -716257.916     -0.698   2.268   0.308   2.575  13.560
2017 191 70710  -1836969.406   6065616.924   -716257.916     -0.507   2.268   0.308   2.575  13.559
2017 191 70740  -1836969.406   6065616.924   -716257.916     -0.633   2.268   0.308   2.576  13.558
2017 191 70770  -1836969.406   6065616.924   -716257.916     -0.446   2.268   0.308   2.576  13.559
2017 191 70800  -1836969.406   6065616.924   -716257.916     -0.982   2.268   0.308   2.576  13.559
2017 191 70830  -1836969.406   6065616.924   -716257.916     -0.841   2.268   0.308   2.576  13.559
2017 191 70860  -1836969.406   6065616.923   -716257.916     -0.795   2.268   0.309   2.576  13.560
2017 191 70890  -1836969.406   6065616.923   -716257.916     -0.708   2.268   0.309   2.577  13.561
2017 191 70920  -1836969.406   6065616.923   -716257.916     -0.716   2.268   0.309   2.577  13.561
2017 191 70950  -1836969.406   6065616.923   -716257.916     -0.828   2.268   0.309   2.577  13.562
2017 191 70980  -1836969.406   6065616.923   -716257.916     -0.920   2.268   0.309   2.577  13.563
2017 191 71010  -1836969.406   6065616.923   -716257.916     -0.608   2.268   0.309   2.576  13.563
2017 191 71040  -1836969.406   6065616.923   -716257.916     -0.427   2.268   0.308   2.576  13.564
2017 191 71070  -1836969.406   6065616.923   -716257.916     -0.374   2.268   0.308   2.576  13.564
2017 191 71100  -1836969.406   6065616.923   -716257.916     -0.668   2.268   0.308   2.576  13.564
2017 191 71130  -1836969.406   6065616.923   -716257.916     -0.893   2.268   0.308   2.575  13.564
2017 191 71160  -1836969.406   6065616.923   -716257.916      0.105   2.268   0.307   2.575  13.564
2017 191 71190  -1836969.406   6065616.923   -716257.916     -0.318   2.268   0.307   2.575  13.563
2017 191 71220  -1836969.406   6065616.923   -716257.916     -0.160   2.268   0.307   2.574  13.563
2017 191 71250  -1836969.406   6065616.923   -716257.916     -0.389   2.268   0.306   2.574  13.562
2017 191 71280  -1836969.406   6065616.923   -716257.916     -0.772   2.268   0.306   2.574  13.562
2017 191 71310  -1836969.406   6065616.922   -716257.916     -0.304   2.268   0.306   2.574  13.562
2017 191 71340  -1836969.406   6065616.922   -716257.916     -0.291   2.268   0.306   2.573  13.562
2017 191 71370  -1836969.406   6065616.922   -716257.916     -0.233   2.268   0.305   2.573  13.563
2017 191 71400  -1836969.406   6065616.922   -716257.916     -0.452   2.268   0.305   2.573  13.563
2017 191 71430  -1836969.406   6065616.922   -716257.916     -0.478   2.268   0.305   2.573  13.563
2017 191 71460  -1836969.406   6065616.922   -716257.916     -0.514   2.268   0.305   2.572  13.563
2017 191 71490  -1836969.406   6065616.922   -716257.916     -0.320   2.268   0.304   2.572  13.563
2017 191 71520  -1836969.406   6065616.922   -716257.916     -0.477   2.268   0.304   2.572  13.563
2017 191 71550  -1836969.406   6065616.922   -716257.916     -0.533   2.268   0.304   2.572  13.563
2017 191 71580  -1836969.406   6065616.922   -716257.916     -0.421   2.268   0.304   2.572  13.562
2017 191 71610  -1836969.406   6065616.922   -716257.916     -0.318   2.268   0.304   2.572  13.563
2017 191 71640  -1836969.406   6065616.922   -716257.916     -0.485   2.268   0.304   2.572  13.562
2017 191 71670  -1836969.406   6065616.922   -716257.916     -0.111   2.268   0.304   2.572  13.562
2017 191 71700  -1836969.406   6065616.922   -716257.916     -0.200   2.268   0.304   2.572  13.561
2017 191 71730  -1836969.406   6065616.922   -716257.916     -0.227   2.268   0.304   2.572  13.560
2017 191 71760  -1836969.406   6065616.922   -716257.916     -0.441   2.268   0.304   2.572  13.558
2017 191 71790  -1836969.406   6065616.922   -716257.916     -0.849   2.268   0.304   2.572  13.558
2017 191 71820  -1836969.406   6065616.922   -716257.916     -1.021   2.268   0.304   2.572  13.558
2017 191 71850  -1836969.406   6065616.922   -716257.916     -0.597   2.268   0.304   2.572  13.557
2017 191 71880  -1836969.406   6065616.922   -716257.916     -0.560   2.268   0.304   2.571  13.557
2017 191 71910  -1836969.406   6065616.922   -716257.916     -0.772   2.268   0.303   2.571  13.558
2017 191 71940  -1836969.406   6065616.922   -716257.916     -0.579   2.268   0.303   2.571  13.559
2017 191 71970  -1836969.406   6065616.922   -716257.916     -0.087   2.268   0.303   2.571  13.558
2017 191 72000  -1836969.406   6065616.922   -716257.916     -0.121   2.268   0.303   2.571  13.557
2017 191 72030  -1836969.406   6065616.922   -716257.916     -0.284   2.268   0.303   2.571  13.556
2017 191 72060  -1836969.406   6065616.922   -716257.916     -0.552   2.268   0.303   2.571  13.557
2017 191 72090  -1836969.406   6065616.922   -716257.916     -0.257   2.268   0.303   2.570  13.557
2017 191 72120  -1836969.406   6065616.922   -716257.916     -0.654   2.268   0.303   2.570  13.556
2017 191 72150  -1836969.406   6065616.922   -716257.916     -0.906   2.268   0.303   2.570  13.556
2017 191 72180  -1836969.406   6065616.922   -716257.916     -0.604   2.268   0.302   2.570  13.556
2017 191 72210  -1836969.406   6065616.922   -716257.916     -0.722   2.268   0.302   2.570  13.557
2017 191 72240  -1836969.406   6065616.922   -716257.916     -0.683   2.268   0.302   2.570  13.557
2017 191 72270  -1836969.406   6065616.922   -716257.916     -0.613   2.268   0.302   2.570  13.557
2017 191 72300  -1836969.406   6065616.922   -716257.916     -0.184   2.268   0.302   2.569  13.557
2017 191 72330  -1836969.406   6065616.922   -716257.916     -0.362   2.268   0.301   2.569  13.557
2017 191 72360  -1836969.406   6065616.921   -716257.916     -0.044   2.268   0.301   2.569  13.556
2017 191 72390  -1836969.406   6065616.921   -716257.916      0.109   2.268   0.301   2.569  13.557
2017 191 72420  -1836969.406   6065616.921   -716257.916     -0.177   2.268   0.301   2.569  13.556
2017 191 72450  -1836969.406   6065616.921   -716257.915     -0.562   2.268   0.301   2.569  13.555
2017 191 72480  -1836969.406   6065616.921   -716257.915     -0.605   2.268   0.301   2.569  13.556
2017 191 72510  -1836969.406   6065616.921   -716257.915     -0.900   2.268   0.301   2.569  13.555
2017 191 72540  -1836969.406   6065616.921   -716257.915     -0.840   2.268   0.301   2.569  13.554
2017 191 72570  -1836969.406   6065616.921   -716257.915     -1.115   2.268   0.301   2.569  13.552
2017 191 72600  -1836969.406   6065616.921   -716257.915     -0.614   2.268   0.301   2.569  13.550
2017 191 72630  -1836969.406   6065616.921   -716257.915     -0.923   2.268   0.301   2.569  13.549
2017 191 72660  -1836969.406   6065616.921   -716257.915     -0.684   2.268   0.301   2.569  13.549
2017 191 72690  -1836969.406   6065616.921   -716257.915     -0.707   2.268   0.301   2.569  13.549
2017 191 72720  -1836969.406   6065616.921   -716257.915      0.046   2.268   0.301   2.569  13.548
2017 191 72750  -1836969.406   6065616.921   -716257.915     -0.256   2.268   0.301   2.569  13.547
2017 191 72780  -1836969.406   6065616.921   -716257.915     -0.184   2.268   0.301   2.569  13.547
2017 191 72810  -1836969.405   6065616.921   -716257.915      0.319   2.268   0.301   2.568  13.547
2017 191 72840  -1836969.405   6065616.921   -716257.915     -0.180   2.268   0.300   2.568  13.547
2017 191 72870  -1836969.405   6065616.921   -716257.915     -0.262   2.268   0.300   2.568  13.547
2017 191 72900  -1836969.405   6065616.921   -716257.915     -0.507   2.268   0.300   2.568  13.547
2017 191 72930  -1836969.405   6065616.921   -716257.915     -0.452   2.268   0.300   2.568  13.547
2017 191 72960  -1836969.405   6065616.921   -716257.915     -0.217   2.268   0.300   2.567  13.548
2017 191 72990  -1836969.405   6065616.921   -716257.915     -0.175   2.268   0.299   2.567  13.549
2017 191 73020  -1836969.405   6065616.921   -716257.915     -0.305   2.268   0.299   2.567  13.549
2017 191 73050  -1836969.405   6065616.921   -716257.915     -0.380   2.268   0.299   2.567  13.551
2017 191 73080  -1836969.405   6065616.921   -716257.915     -0.651   2.268   0.299   2.567  13.551
2017 191 73110  -1836969.405   6065616.921   -716257.915     -0.584   2.268   0.299   2.567  13.552
2017 191 73140  -1836969.405   6065616.921   -716257.915     -0.515   2.268   0.299   2.567  13.552
2017 191 73170  -1836969.405   6065616.921   -716257.915     -0.406   2.268   0.299   2.567  13.553
2017 191 73200  -1836969.405   6065616.921   -716257.915     -0.156   2.268   0.299   2.566  13.554
2017 191 73230  -1836969.405   6065616.920   -716257.915     -0.189   2.268   0.298   2.566  13.555
2017 191 73260  -1836969.405   6065616.920   -716257.915     -0.219   2.268   0.298   2.566  13.556
2017 191 73290  -1836969.405   6065616.920   -716257.915     -0.381   2.268   0.298   2.566  13.555
2017 191 73320  -1836969.405   6065616.920   -716257.915     -0.403   2.268   0.298   2.565  13.554
2017 191 73350  -1836969.405   6065616.920   -716257.915     -0.525   2.268   0.298   2.566  13.553
2017 191 73380  -1836969.405   6065616.920   -716257.915     -0.241   2.268   0.298   2.566  13.553
2017 191 73410  -1836969.405   6065616.920   -716257.915     -0.727   2.268   0.298   2.566  13.554
2017 191 73440  -1836969.405   6065616.920   -716257.915     -0.685   2.268   0.298   2.565  13.554
2017 191 73470  -1836969.405   6065616.920   -716257.915     -0.185   2.268   0.298   2.565  13.554
2017 191 73500  -1836969.405   6065616.920   -716257.915     -0.049   2.268   0.298   2.565  13.555
2017 191 73530  -1836969.405   6065616.920   -716257.915     -0.130   2.268   0.298   2.565  13.554
2017 191 73560  -1836969.405   6065616.920   -716257.915     -0.637   2.268   0.298   2.566  13.556
2017 191 73590  -1836969.405   6065616.920   -716257.915     -0.524   2.268   0.298   2.566  13.556
2017 191 73620  -1836969.405   6065616.920   -716257.915      0.007   2.268   0.298   2.566  13.556
2017 191 73650  -1836969.405   6065616.920   -716257.915     -0.520   2.268   0.298   2.566  13.557
2017 191 73680  -1836969.405   6065616.920   -716257.915     -0.517   2.268   0.298   2.566  13.557
2017 191 73710  -1836969.405   6065616.920   -716257.915     -0.644   2.268   0.298   2.566  13.557
2017 191 73740  -1836969.405   6065616.920   -716257.915      0.178   2.268   0.298   2.566  13.557
2017 191 73770  -1836969.405   6065616.920   -716257.915     -0.072   2.268   0.298   2.566  13.558
2017 191 73800  -1836969.405   6065616.920   -716257.915     -0.250   2.268   0.299   2.566  13.558
2017 191 73830  -1836969.405   6065616.920   -716257.915     -0.285   2.268   0.299   2.567  13.558
2017 191 73860  -1836969.405   6065616.920   -716257.915     -0.539   2.268   0.299   2.567  13.558
2017 191 73890  -1836969.405   6065616.920   -716257.915     -0.294   2.268   0.299   2.567  13.558
2017 191 73920  -1836969.405   6065616.920   -716257.915     -0.454   2.268   0.299   2.567  13.559
2017 191 73950  -1836969.405   6065616.919   -716257.915      0.090   2.268   0.300   2.567  13.559
2017 191 73980  -1836969.405   6065616.919   -716257.915     -0.570   2.268   0.300   2.568  13.559
2017 191 74010  -1836969.405   6065616.919   -716257.915     -0.337   2.268   0.300   2.568  13.559
2017 191 74040  -1836969.405   6065616.919   -716257.915     -0.776   2.268   0.300   2.568  13.559
2017 191 74070  -1836969.405   6065616.919   -716257.915     -0.616   2.268   0.300   2.568  13.559
2017 191 74100  -1836969.405   6065616.919   -716257.915     -0.611   2.268   0.300   2.568  13.559
2017 191 74130  -1836969.405   6065616.919   -716257.915     -0.306   2.268   0.300   2.568  13.558
2017 191 74160  -1836969.405   6065616.919   -716257.915     -0.338   2.268   0.301   2.568  13.556
2017 191 74190  -1836969.405   6065616.919   -716257.915      0.079   2.268   0.301   2.569  13.555
2017 191 74220  -1836969.405   6065616.919   -716257.915      0.194   2.268   0.301   2.569  13.555
2017 191 74250  -1836969.405   6065616.919   -716257.915      0.661   2.268   0.301   2.569  13.555
2017 191 74280  -1836969.405   6065616.919   -716257.915      0.313   2.268   0.302   2.569  13.555
2017 191 74310  -1836969.405   6065616.919   -716257.915      0.034   2.268   0.302   2.570  13.556
2017 191 74340  -1836969.405   6065616.919   -716257.915     -0.393   2.268   0.302   2.570  13.557
2017 191 74370  -1836969.405   6065616.919   -716257.915     -0.195   2.268   0.302   2.570  13.558
2017 191 74400  -1836969.405   6065616.919   -716257.915     -0.317   2.268   0.303   2.570  13.557
2017 191 74430  -1836969.405   6065616.919   -716257.915     -0.299   2.268   0.303   2.571  13.557
2017 191 74460  -1836969.405   6065616.919   -716257.915      0.726   2.268   0.303   2.571  13.557
2017 191 74490  -1836969.405   6065616.919   -716257.915     -0.042   2.268   0.303   2.571  13.557
2017 191 74520  -1836969.405   6065616.919   -716257.915     -0.402   2.268   0.303   2.571  13.556
2017 191 74550  -1836969.405   6065616.919   -716257.915     -0.215   2.268   0.303   2.571  13.557
2017 191 74580  -1836969.405   6065616.919   -716257.915     -0.698   2.268   0.303   2.571  13.558
2017 191 74610  -1836969.405   6065616.919   -716257.915     -0.432   2.268   0.303   2.571  13.558
2017 191 74640  -1836969.405   6065616.918   -716257.915     -0.285   2.268   0.303   2.571  13.556
2017 191 74670  -1836969.405   6065616.918   -716257.915     -0.160   2.268   0.303   2.571  13.556
2017 191 74700  -1836969.405   6065616.918   -716257.915     -0.088   2.268   0.303   2.571  13.557
2017 191 74730  -1836969.405   6065616.918   -716257.915     -2.470   2.268   0.303   2.571  13.558
2017 191 74760  -1836969.405   6065616.918   -716257.915     -2.419   2.268   0.303   2.571  13.557
2017 191 74790  -1836969.405   6065616.918   -716257.915     -2.300   2.268   0.304   2.571  13.556
2017 191 74820  -1836969.405   6065616.918   -716257.915     -1.817   2.268   0.304   2.572  13.556
2017 191 74850  -1836969.405   6065616.918   -716257.915     -1.942   2.268   0.304   2.572  13.556
2017 191 74880  -1836969.405   6065616.918   -716257.915     -2.219   2.268   0.304   2.572  13.556
2017 191 74910  -1836969.405   6065616.918   -716257.915     -1.825   2.268   0.304   2.572  13.555
2017 191 74940  -1836969.405   6065616.918   -716257.915     -1.842   2.268   0.305   2.572  13.554
2017 191 74970  -1836969.405   6065616.918   -716257.915     -1.680   2.268   0.305   2.573  13.553
2017 191 75000  -1836969.405   6065616.918   -716257.915     -1.661   2.268   0.305   2.573  13.553
2017 191 75030  -1836969.405   6065616.918   -716257.915     -1.261   2.268   0.305   2.573  13.552
2017 191 75060  -1836969.405   6065616.918   -716257.915     -1.134   2.268   0.306   2.573  13.552
2017 191 75090  -1836969.405   6065616.918   -716257.915     -1.267   2.268   0.306   2.574  13.552
2017 191 75120  -1836969.405   6065616.918   -716257.915     -1.321   2.268   0.306   2.574  13.553
2017 191 75150  -1836969.405   6065616.918   -716257.915     -1.473   2.268   0.306   2.574  13.554
2017 191 75180  -1836969.405   6065616.918   -716257.915     -1.856   2.268   0.306   2.574  13.554
2017 191 75210  -1836969.405   6065616.918   -716257.915     -1.514   2.268   0.306   2.574  13.554
2017 191 75240  -1836969.405   6065616.918   -716257.915     -1.707   2.268   0.306   2.574  13.554
2017 191 75270  -1836969.405   6065616.917   -716257.915     -2.097   2.268   0.306   2.574  13.553
2017 191 75300  -1836969.405   6065616.917   -716257.915     -1.821   2.268   0.306   2.574  13.553
2017 191 75330  -1836969.405   6065616.917   -716257.915     -2.035   2.268   0.306   2.574  13.553
2017 191 75360  -1836969.405   6065616.917   -716257.915     -2.468   2.268   0.306   2.574  13.552
2017 191 75390  -1836969.405   6065616.917   -716257.915     -2.334   2.268   0.306   2.574  13.552
2017 191 75420  -1836969.405   6065616.917   -716257.915     -2.267   2.268   0.306   2.574  13.551
2017 191 75450  -1836969.405   6065616.918   -716257.915     -1.699   2.268   0.306   2.573  13.550
2017 191 75480  -1836969.405   6065616.918   -716257.915     -1.491   2.268   0.305   2.573  13.549
2017 191 75510  -1836969.405   6065616.917   -716257.915     -1.659   2.268   0.306   2.573  13.549
2017 191 75540  -1836969.404   6065616.917   -716257.915     -1.406   2.268   0.306   2.574  13.549
2017 191 75570  -1836969.404   6065616.917   -716257.915     -1.432   2.268   0.306   2.574  13.549
2017 191 75600  -1836969.404   6065616.917   -716257.915     -1.535   2.268   0.306   2.573  13.550
2017 191 75630  -1836969.404   6065616.917   -716257.915     -1.168   2.268   0.306   2.573  13.552
2017 191 75660  -1836969.404   6065616.917   -716257.915     -0.881   2.268   0.306   2.573  13.551
2017 191 75690  -1836969.404   6065616.917   -716257.915     -0.943   2.268   0.306   2.573  13.551
2017 191 75720  -1836969.404   6065616.917   -716257.915     -1.026   2.268   0.306   2.574  13.551
2017 191 75750  -1836969.404   6065616.917   -716257.915     -1.419   2.268   0.306   2.574  13.552
2017 191 75780  -1836969.404   6065616.917   -716257.915     -0.933   2.268   0.306   2.574  13.552
2017 191 75810  -1836969.404   6065616.917   -716257.915     -1.049   2.268   0.306   2.574  13.551
2017 191 75840  -1836969.404   6065616.917   -716257.915     -0.434   2.268   0.306   2.574  13.551
2017 191 75870  -1836969.404   6065616.917   -716257.915     -0.331   2.268   0.306   2.574  13.551
2017 191 75900  -1836969.404   6065616.917   -716257.915     -0.613   2.268   0.306   2.574  13.552
2017 191 75930  -1836969.404   6065616.917   -716257.915     -1.116   2.268   0.306   2.574  13.553
2017 191 75960  -1836969.404   6065616.917   -716257.915     -1.488   2.268   0.306   2.574  13.554
2017 191 75990  -1836969.404   6065616.917   -716257.915     -1.255   2.268   0.306   2.574  13.554
2017 191 76020  -1836969.404   6065616.917   -716257.915     -1.202   2.268   0.306   2.574  13.554
2017 191 76050  -1836969.404   6065616.917   -716257.915     -1.320   2.268   0.306   2.574  13.554
2017 191 76080  -1836969.404   6065616.917   -716257.915     -1.769   2.268   0.307   2.574  13.553
2017 191 76110  -1836969.404   6065616.917   -716257.915     -1.962   2.268   0.306   2.574  13.552
2017 191 76140  -1836969.404   6065616.917   -716257.915     -2.037   2.268   0.306   2.574  13.553
2017 191 76170  -1836969.404   6065616.917   -716257.915     -1.788   2.268   0.306   2.574  13.553
2017 191 76200  -1836969.404   6065616.917   -716257.915     -1.966   2.268   0.306   2.574  13.553
2017 191 76230  -1836969.404   6065616.917   -716257.915     -1.926   2.268   0.306   2.574  13.552
2017 191 76260  -1836969.404   6065616.917   -716257.915     -2.177   2.268   0.306   2.574  13.552
2017 191 76290  -1836969.404   6065616.917   -716257.915     -1.835   2.268   0.306   2.574  13.551
2017 191 76320  -1836969.404   6065616.917   -716257.915     -1.633   2.268   0.306   2.574  13.550
2017 191 76350  -1836969.404   6065616.917   -716257.915     -1.307   2.268   0.306   2.574  13.550
2017 191 76380  -1836969.404   6065616.917   -716257.915     -1.314   2.268   0.306   2.573  13.550
2017 191 76410  -1836969.404   6065616.917   -716257.915     -1.570   2.268   0.305   2.573  13.549
2017 191 76440  -1836969.404   6065616.917   -716257.915     -1.646   2.268   0.305   2.573  13.548
2017 191 76470  -1836969.404   6065616.917   -716257.915     -1.468   2.268   0.305   2.573  13.547
2017 191 76500  -1836969.404   6065616.917   -716257.915     -1.222   2.268   0.305   2.573  13.547
2017 191 76530  -1836969.404   6065616.917   -716257.915     -1.185   2.268   0.305   2.573  13.548
2017 191 76560  -1836969.404   6065616.917   -716257.915     -1.163   2.268   0.305   2.573  13.548
2017 191 76590  -1836969.404   6065616.917   -716257.915     -1.152   2.268   0.305   2.573  13.547
2017 191 76620  -1836969.404   6065616.917   -716257.915     -1.287   2.268   0.305   2.572  13.547
2017 191 76650  -1836969.404   6065616.917   -716257.915     -1.028   2.268   0.304   2.572  13.547
2017 191 76680  -1836969.404   6065616.917   -716257.915     -0.418   2.268   0.304   2.572  13.547
2017 191 76710  -1836969.404   6065616.917   -716257.915     -0.616   2.268   0.304   2.572  13.548
2017 191 76740  -1836969.404   6065616.917   -716257.915      0.756   2.268   0.304   2.572  13.548
2017 191 76770  -1836969.404   6065616.917   -716257.915      0.257   2.268   0.304   2.572  13.548
2017 191 76800  -1836969.404   6065616.917   -716257.915      0.075   2.268   0.304   2.572  13.548
2017 191 76830  -1836969.404   6065616.917   -716257.915      0.013   2.268   0.304   2.571  13.549
2017 191 76860  -1836969.404   6065616.917   -716257.915     -2.334   2.268   0.304   2.571  13.548
2017 191 76890  -1836969.404   6065616.917   -716257.915     -2.254   2.268   0.303   2.571  13.547
2017 191 76920  -1836969.404   6065616.917   -716257.915     -0.801   2.268   0.303   2.571  13.546
2017 191 76950  -1836969.404   6065616.917   -716257.915     -0.009   2.268   0.303   2.571  13.546
2017 191 76980  -1836969.404   6065616.917   -716257.915      0.019   2.268   0.303   2.571  13.546
2017 191 77010  -1836969.404   6065616.917   -716257.915     -1.585   2.268   0.303   2.571  13.546
2017 191 77040  -1836969.404   6065616.917   -716257.915     -1.444   2.268   0.303   2.570  13.545
2017 191 77070  -1836969.404   6065616.917   -716257.915     -1.398   2.268   0.303   2.570  13.544
